,school_name,address,Ambitious_Instruction,Collaborative_Teachers,Effective_Leaders,Involved_Families,Supportive_Environment,signed_silhouettes,income
401,Martha Ruggles Elementary School,"7831 S Prairie Ave, Chicago, IL 60619",92.0,70.0,57.0,65.0,62.0,-0.5629107502789817,42754.0
402,Marvin Camras Elementary School,"3000 N Mango Ave, Chicago, IL 60634",62.0,71.0,52.0,61.0,47.0,0.14815753379813,62214.0
403,Mary E Courtenay Elementary Language Arts Center,"4420 N Beacon St, Chicago, IL 60640",75.0,58.0,51.0,63.0,48.0,0.2573142616331181,44410.0
404,Mary E McDowell Elementary School,"1419 E 89th St, Chicago, IL 60619",,79.0,83.0,62.0,,-0.6513268694996139,42754.0
405,Mary Gage Peterson Elementary School,"5510 N Christiana Ave, Chicago, IL 60625",72.0,61.0,63.0,64.0,51.0,-0.1310069467075752,53288.0
406,Mary Lyon Elementary School,"2941 N Mcvicker Ave, Chicago, IL 60634",55.0,69.0,63.0,71.0,31.0,0.12451438626064977,62214.0
407,Matthew Gallistel Elementary Language Academy,"10347 S Ewing Ave, Chicago, IL 60617",72.0,65.0,62.0,75.0,54.0,-0.4352386086508681,43572.0
408,Medgar Evers Elementary School,"9811 S Lowe Ave, Chicago, IL 60628",87.0,85.0,68.0,87.0,45.0,-0.6491948965523203,47232.0
409,Melville W Fuller Elementary School,"4214 S St Lawrence Ave, Chicago, IL 60653",91.0,60.0,57.0,43.0,83.0,-0.1868858745697319,18464.0
410,Michael Faraday Elementary School,"3250 W Monroe St, Chicago, IL 60624",92.0,84.0,71.0,86.0,53.0,-0.6638597840206196,28695.0
411,Michael M Byrne Elementary School,"5329 S Oak Park Ave, Chicago, IL 60638",61.0,61.0,54.0,69.0,36.0,0.3266874855533857,56616.0
412,Michele Clark Academic Prep Magnet High School,"5101 W Harrison St, Chicago, IL 60644",61.0,59.0,44.0,61.0,39.0,0.5597128481536038,35248.0
413,Mildred I Lavizzo Elementary School,"138 W 109th St, Chicago, IL 60628",83.0,72.0,61.0,69.0,47.0,-0.4689145975709412,47232.0
414,Milton Brunson Math & Science Specialty ES,"932 N Central Ave, Chicago, IL 60651",68.0,75.0,59.0,62.0,26.0,0.15602788649237478,41711.0
415,Minnie Mars Jamieson Elementary School,"5650 N Mozart St, Chicago, IL 60659",71.0,70.0,70.0,81.0,43.0,-0.4521211167762806,55851.0
416,Morgan Park High School,"1744 W Pryor Ave, Chicago, IL 60643",74.0,51.0,39.0,47.0,39.0,0.6099611163971298,62868.0
417,Morton School of Excellence,"431 N Troy St, Chicago, IL 60612",88.0,64.0,59.0,55.0,78.0,-0.41581774608067124,31941.0
418,Mount Greenwood Elementary School,"10841 S Homan Ave, Chicago, IL 60655",98.0,91.0,80.0,94.0,98.0,-0.6244656944510302,73296.0
419,Mount Vernon Elementary School,"10540 S Morgan St, Chicago, IL 60643",89.0,68.0,56.0,57.0,55.0,-0.2960314278743866,62868.0
420,Moving Everest Charter School,"416 N Laramie Ave, Chicago, IL 60644",,59.0,66.0,35.0,,0.36398940587129436,35248.0
421,Multicultural Academy of Scholarship,"3120 S Kostner Ave, Chicago, IL 60623",60.0,59.0,47.0,64.0,52.0,0.40256691510074816,34670.0
422,Myra Bradwell Communications Arts & Sciences ES,"7736 S Burnham Ave, Chicago, IL 60649",73.0,41.0,51.0,29.0,50.0,0.6172139489873599,35616.0
423,Namaste Charter School,"3737 S Paulina St, Chicago, IL 60609",39.0,25.0,21.0,59.0,21.0,0.6341607176914758,31357.0
424,Nancy B Jefferson Alternative HS,"1100 S Hamilton Ave, Chicago, IL 60612",57.0,88.0,82.0,91.0,36.0,-0.4205950087844148,31941.0
425,Nathan Hale Elementary School,"6140 S Melvina Ave, Chicago, IL 60638",79.0,65.0,60.0,60.0,56.0,-0.28120328860879695,56616.0
426,Nathan S Davis Elementary School,"3014 W 39th Pl, Chicago, IL 60632",71.0,51.0,49.0,56.0,44.0,0.5820528739028318,46811.0
427,Nathanael Greene Elementary School,"3525 S Honore St, Chicago, IL 60609",,93.0,87.0,99.0,,-0.6592542279928365,31357.0
428,National Teachers Elementary Academy,"55 W Cermak Rd, Chicago, IL 60616",89.0,75.0,74.0,84.0,57.0,-0.7181726430635753,41111.0
429,Neal F Simeon Career Academy High School,"8147 S Vincennes Ave, Chicago, IL 60620",92.0,55.0,63.0,60.0,77.0,-0.45311039379595996,45717.0
430,New Field Elementary School,"1707 W Morse Ave, Chicago, IL 60626",,67.0,63.0,85.0,,-0.568924205575022,38951.0
431,Newton Bateman Elementary School,"4220 N Richmond St, Chicago, IL 60618",74.0,74.0,68.0,77.0,56.0,-0.6161499240238218,55303.0
432,Nicholas Senn High School,"5900 N Glenwood Ave, Chicago, IL 60660",68.0,53.0,38.0,58.0,52.0,0.582640370991355,45169.0
433,Ninos Heroes Elementary Academic Center,"8344 S Commercial Ave, Chicago, IL 60617",63.0,57.0,52.0,49.0,22.0,0.6079119010782432,43572.0
434,Noble - Baker College Prep,"2710 E 89th St, Chicago, IL 60617",88.0,75.0,62.0,66.0,61.0,-0.6356782724361539,43572.0
435,Noble - Butler College Prep,"821 E 103rd St, Chicago, IL 60628",87.0,35.0,41.0,51.0,66.0,0.40719978094063275,47232.0
436,Noble - Chicago Bulls College Prep,"2040 W Adams St, Chicago, IL 60612",94.0,63.0,51.0,50.0,74.0,-0.2600397314748622,31941.0
437,Noble - DRW College Prep,"931 S Homan Ave, Chicago, IL 60624",76.0,30.0,26.0,41.0,56.0,0.6146446569163836,28695.0
438,Noble - Gary Comer College Prep High School,"7131 S South Chicago Ave, Chicago, IL 60619",81.0,47.0,39.0,66.0,63.0,0.25124572848325677,42754.0
439,Noble - Gary Comer College Prep Middle School,"1010 E 72nd St, Chicago, IL 60619",80.0,91.0,80.0,75.0,31.0,-0.4878889951188651,42754.0
440,Noble - Golder College Prep,"1454 W Superior St, Chicago, IL 60642",89.0,45.0,40.0,55.0,73.0,0.15500845447453235,54344.0
441,Noble - Hansberry College Prep,"8748 S Aberdeen St, Chicago, IL 60620",89.0,64.0,49.0,65.0,49.0,-0.17929391887546783,45717.0
442,Noble - ITW David Speer Academy,"5321 W Grand Ave, Chicago, IL 60639",78.0,59.0,47.0,63.0,70.0,-0.16992888829610708,50923.0
443,Noble - John and Eunice Johnson College Prep,"6350 S Stewart Ave, Chicago, IL 60621",86.0,73.0,67.0,84.0,66.0,-0.6456642781698274,23875.0
444,Noble - Mansueto High School,"2911 W 47th, Chicago, IL 60632",92.0,79.0,74.0,84.0,87.0,-0.7268869520995909,46811.0
445,Noble - Muchin College Prep,"1 N State St, Chicago, IL 60602",94.0,65.0,52.0,86.0,69.0,-0.5509700789349647,25272.0
446,Noble - Noble College Prep,"1010 N Noble St, Chicago, IL 60622",92.0,79.0,70.0,73.0,81.0,-0.7195545765257155,54344.0
447,Noble - Pritzker College Prep,"4131 W Cortland St, Chicago, IL 60639",98.0,89.0,69.0,89.0,78.0,-0.7319991082491282,50923.0
448,Noble - Rauner College Prep,"1337 W Ohio St, Chicago, IL 60642",99.0,70.0,65.0,79.0,77.0,-0.6995669572336575,54344.0
449,Noble - Rowe-Clark Math and Science Academy,"3645 W Chicago Ave, Chicago, IL 60651",84.0,72.0,66.0,78.0,63.0,-0.7071641695995436,41711.0
450,Noble - The Noble Academy,"17 N State St, Chicago, IL 60602",81.0,66.0,50.0,78.0,61.0,-0.40754192676008344,25272.0
451,Noble - UIC College Prep,"1231 S Damen Ave, Chicago, IL 60608",90.0,72.0,65.0,66.0,74.0,-0.6433136101409476,33821.0
452,Norman A Bridge Elementary School,"3800 N New England Ave, Chicago, IL 60634",53.0,63.0,52.0,69.0,33.0,0.36532127580018586,62214.0
453,North Lawndale College Prep - Christiana,"1615 S Christiana Ave, Chicago, IL 60623",88.0,87.0,63.0,53.0,49.0,-0.4238306985424973,34670.0
454,North Lawndale College Prep - Collins,"1313 S Sacramento Dr, Chicago, IL 60623",77.0,77.0,56.0,77.0,44.0,-0.41991723692210053,34670.0
455,North River Elementary School,"4416 N Troy St, Chicago, IL 60625",97.0,87.0,74.0,86.0,79.0,-0.7355697702797261,53288.0
456,North-Grand High School,"4338 W Wabansia Ave, Chicago, IL 60639",70.0,89.0,84.0,83.0,62.0,-0.6746442959977653,50923.0
457,Northside College Preparatory High School,"5501 N Kedzie Ave, Chicago, IL 60625",99.0,75.0,72.0,89.0,90.0,-0.6962216833281227,53288.0
458,Northside Learning Center High School,"3730 W Bryn Mawr Ave, Chicago, IL 60659",93.0,73.0,62.0,96.0,75.0,-0.6961298009549287,55851.0
459,Northwest Middle School,"5252 W Palmer St, Chicago, IL 60639",72.0,63.0,62.0,48.0,28.0,0.40384937787851427,50923.0
460,Norwood Park Elementary School,"5900 N Nina Ave, Chicago, IL 60631",64.0,65.0,64.0,87.0,60.0,-0.4391631295248866,67465.0
461,Ogden International High School,"1250 W Erie St, Chicago, IL 60642",84.0,44.0,25.0,69.0,56.0,0.3737208565091281,54344.0
462,Ole A Thorp Elementary Scholastic Academy,"6024 W Warwick Ave, Chicago, IL 60634",47.0,52.0,43.0,74.0,38.0,0.4771735507752011,62214.0
463,Oliver S Westcott Elementary School,"409 W 80th St, Chicago, IL 60620",80.0,55.0,43.0,59.0,62.0,0.20886440988371308,45717.0
464,Oliver Wendell Holmes Elementary School,"955 W Garfield Blvd, Chicago, IL 60621",97.0,52.0,53.0,49.0,77.0,-0.14039631276575273,23875.0
465,Ombudsman Chicago - Northwest,"7500 N Harlem Ave, Chicago, IL 60631",39.0,50.0,46.0,47.0,57.0,0.5354602693220936,67465.0
466,Ombudsman Chicago - South,"6057 S Western Ave, Chicago, IL 60636",60.0,75.0,70.0,66.0,52.0,-0.31029186688356625,33080.0
467,Ombudsman Chicago - West,"2401 W Congress Pkwy, Chicago, IL 60612",57.0,49.0,31.0,31.0,51.0,0.673476419787203,31941.0
468,Oriole Park Elementary School,"5424 N Oketo Ave, Chicago, IL 60656",63.0,75.0,65.0,89.0,59.0,-0.5481161719999785,59157.0
469,Orozco Fine Arts & Sciences Elementary School,"1940 W 18th St, Chicago, IL 60608",58.0,46.0,41.0,51.0,36.0,0.7163828353828208,33821.0
470,Orr Academy High School,"730 N Pulaski Rd, Chicago, IL 60624",80.0,73.0,64.0,63.0,54.0,-0.4294867207754923,28695.0
471,Orville T Bright Elementary School,"10740 S Calhoun Ave, Chicago, IL 60617",78.0,51.0,32.0,47.0,62.0,0.5123249319784441,43572.0
472,Oscar DePriest Elementary School,"139 S Parkside Ave, Chicago, IL 60644",85.0,68.0,58.0,63.0,51.0,-0.33586725971590475,35248.0
473,Oscar F Mayer Elementary School,"2250 N Clifton Ave, Chicago, IL 60614",84.0,46.0,52.0,75.0,70.0,-0.15190514158596363,93702.0
474,Pablo Casals Elementary School,"3501 W Potomac Ave, Chicago, IL 60651",97.0,63.0,54.0,68.0,80.0,-0.555411219675604,41711.0
475,Park Manor Elementary School,"7037 S Rhodes Ave, Chicago, IL 60637",82.0,61.0,66.0,53.0,65.0,-0.2729155130913432,30244.0
476,Parkside Elementary Community Academy,"6938 S East End Ave, Chicago, IL 60649",93.0,68.0,63.0,58.0,84.0,-0.5487072396850355,35616.0
477,Pathways in Education - Ashburn,"3284 W 87th St, Chicago, IL 60652",67.0,53.0,33.0,53.0,70.0,0.37711396501783273,64997.0
478,Pathways in Education - Avondale,"3100 W Belmont Ave, Chicago, IL 60618",37.0,31.0,18.0,17.0,62.0,0.5912057021580273,55303.0
479,Pathways in Education - Brighton Park,"3124 W 47th St, Chicago, IL 60632",57.0,53.0,22.0,36.0,62.0,0.6148402270296627,46811.0
480,Patrick Henry Elementary School,"4250 N Saint Louis Ave, Chicago, IL 60618",76.0,68.0,57.0,64.0,71.0,-0.47524700366429956,55303.0
481,Paul Cuffe Math-Science Technology Academy ES,"8324 S Racine Ave, Chicago, IL 60620",98.0,71.0,69.0,66.0,95.0,-0.6257911921261211,45717.0
482,Paul Laurence Dunbar Career Academy High School,"3000 S King Dr, Chicago, IL 60616",83.0,80.0,66.0,87.0,55.0,-0.6962136715812256,41111.0
483,Paul Revere Elementary School,"1010 E 72nd St, Chicago, IL 60619",50.0,47.0,53.0,57.0,30.0,0.6503222274097242,42754.0
484,Paul Robeson High School,"6835 S Normal Blvd, Chicago, IL 60621",92.0,82.0,62.0,77.0,77.0,-0.654480828317468,23875.0
485,Peace & Education Coalition HS,"4946 S Paulina St, Chicago, IL 60609",74.0,80.0,62.0,37.0,61.0,-0.09901189826684523,31357.0
486,Percy L Julian High School,"10330 S Elizabeth St, Chicago, IL 60643",98.0,86.0,62.0,78.0,69.0,-0.6882257632491808,62868.0
487,Perkins Bass Elementary School,"1140 W 66th St, Chicago, IL 60621",95.0,79.0,65.0,71.0,86.0,-0.6272224537422689,23875.0
488,Perspectives - High School of Technology,"8131 S May St., Chicago, IL 60620",70.0,58.0,47.0,43.0,52.0,0.5573177445188914,45717.0
489,Perspectives - Leadership Academy,"8131 South May Street, Chicago, IL 60620",69.0,62.0,55.0,44.0,49.0,0.45071685611008927,45717.0
490,Perspectives - Math and Science Academy,"3663 S. Wabash Avenue, Chicago, IL 60653",64.0,53.0,52.0,60.0,36.0,0.46769060311710337,18464.0
491,Perspectives - Rodney D. Joslin,"1930 S Archer Ave, Chicago, IL 60616",66.0,37.0,33.0,44.0,50.0,0.720061126880453,41111.0
492,Peter A Reinberg Elementary School,"3425 N Major Ave, Chicago, IL 60634",67.0,37.0,37.0,47.0,49.0,0.6647085310171843,62214.0
493,Peter Cooper Elementary Dual Language Academy,"1624 W 19th St, Chicago, IL 60608",,70.0,58.0,71.0,,-0.49565096412351856,33821.0
494,Philip Rogers Elementary School,"7345 N Washtenaw Ave, Chicago, IL 60645",77.0,83.0,81.0,86.0,53.0,-0.6762252399989657,52022.0
495,Phillip D Armour Elementary School,"950 W 33rd Pl, Chicago, IL 60608",74.0,69.0,64.0,87.0,46.0,-0.47821584999796346,33821.0
496,Phillip Murray Elementary Language Academy,"5335 S Kenwood Ave, Chicago, IL 60615",70.0,32.0,35.0,53.0,37.0,0.7123462948634317,41344.0
497,Phoebe Apperson Hearst Elementary School,"4640 S Lamon Ave, Chicago, IL 60638",53.0,26.0,22.0,38.0,45.0,0.6901880851541378,56616.0
498,Phoenix Military Academy High School,"145 S Campbell Ave, Chicago, IL 60612",92.0,81.0,66.0,94.0,68.0,-0.7065620255959517,31941.0
499,Pilsen Elementary Community Academy,"1420 W 17th St, Chicago, IL 60608",63.0,62.0,54.0,59.0,50.0,0.3267785961236292,33821.0
500,Plato Learning Academy,"5545 W Harrison St, Chicago, IL 60644",62.0,53.0,49.0,61.0,32.0,0.591884345077081,35248.0
501,Polaris Charter Academy,"620 N Sawyer Ave, Chicago, IL 60624",91.0,81.0,66.0,65.0,79.0,-0.6419506874434466,28695.0
502,Portage Park Elementary School,"5330 W Berteau Ave, Chicago, IL 60641",78.0,74.0,62.0,81.0,63.0,-0.6720956182324112,54544.0
503,Providence Englewood Charter School,"6515 S Ashland Ave, Chicago, IL 60636",52.0,40.0,50.0,33.0,33.0,0.6933962997767327,33080.0
504,Pulaski International School of Chicago,"2230 W Mclean Ave, Chicago, IL 60647",68.0,55.0,54.0,79.0,55.0,-0.11670720822955533,46572.0
505,Rachel Carson Elementary School,"5516 S Maplewood Ave, Chicago, IL 60629",34.0,32.0,28.0,55.0,14.0,0.638388642690724,50099.0
506,Ralph H Metcalfe Elementary Community Academy,"12339 S Normal Ave, Chicago, IL 60628",79.0,70.0,57.0,53.0,53.0,-0.1296024406654261,47232.0
507,Ravenswood Elementary School,"4332 N Paulina St, Chicago, IL 60613",87.0,85.0,67.0,85.0,57.0,-0.6774902028888989,63528.0
508,Ray Graham Training Center High School,"2347 S Wabash Ave, Chicago, IL 60616",90.0,78.0,81.0,86.0,65.0,-0.7397451399080449,41111.0
509,Richard Edwards Elementary School,"4815 S Karlov Ave, Chicago, IL 60632",89.0,64.0,51.0,71.0,68.0,-0.5229007610200651,46811.0
510,Richard Henry Lee Elementary School,"6448 S Tripp Ave, Chicago, IL 60629",86.0,91.0,77.0,90.0,68.0,-0.7382332508710792,50099.0
511,Richard J Daley Elementary Academy,"5024 S Wolcott Ave, Chicago, IL 60609",38.0,42.0,32.0,47.0,19.0,0.6625724887610466,31357.0
512,Richard J Oglesby Elementary School,"7646 S Green St, Chicago, IL 60620",50.0,21.0,25.0,28.0,26.0,0.6831567851154341,45717.0
513,Richard T Crane Medical Preparatory HS,"2245 W Jackson Blvd, Chicago, IL 60612",88.0,51.0,41.0,58.0,58.0,0.2508646662803803,31941.0
514,Richard Yates Elementary School,"1839 N Richmond St, Chicago, IL 60647",43.0,34.0,28.0,51.0,40.0,0.7114631734585001,46572.0
515,Roald Amundsen High School,"5110 N Damen Ave, Chicago, IL 60625",79.0,70.0,55.0,74.0,62.0,-0.5587081886867936,53288.0
516,Robert A Black Magnet Elementary School,"9101 S Euclid Ave, Chicago, IL 60619",97.0,85.0,68.0,88.0,99.0,-0.6734199143147827,42754.0
517,Robert Fulton Elementary School,"5300 S Hermitage Ave, Chicago, IL 60609",82.0,65.0,59.0,50.0,44.0,0.13546755080443887,31357.0
518,Robert Healy Elementary School,"3010 S Parnell Ave, Chicago, IL 60616",57.0,72.0,69.0,76.0,37.0,-0.16333737640128507,41111.0
519,Robert J. Richardson Middle School,"6018 S Karlov Ave, Chicago, IL 60629",73.0,63.0,70.0,66.0,38.0,-0.11642124962929878,50099.0
520,Robert L Grimes Elementary School,"5450 W 64th Pl, Chicago, IL 60638",66.0,65.0,60.0,56.0,52.0,0.10825531105820782,56616.0
521,Robert Lindblom Math & Science Academy HS,"6130 S Wolcott Ave, Chicago, IL 60636",89.0,61.0,51.0,86.0,69.0,-0.5415263500428125,33080.0
522,Robert Nathaniel Dett Elementary School,"2131 W Monroe St, Chicago, IL 60612",77.0,30.0,39.0,32.0,82.0,0.4175194522611277,31941.0
523,Roberto Clemente Community Academy High School,"1147 N Western Ave, Chicago, IL 60622",55.0,40.0,44.0,50.0,37.0,0.7227180794654124,54344.0
524,Rodolfo Lozano Bilingual & International Ctr ES,"1501 N Greenview Ave, Chicago, IL 60642",71.0,61.0,43.0,59.0,48.0,0.4160527261890825,54344.0
525,Roger C Sullivan High School,"6631 N Bosworth Ave, Chicago, IL 60626",65.0,70.0,58.0,62.0,63.0,-0.2569988168015347,38951.0
526,Ronald Brown Elementary Community Academy,"12607 S Union Ave, Chicago, IL 60628",92.0,66.0,52.0,59.0,85.0,-0.48040207118556244,47232.0
527,Ronald E McNair Elementary School,"4820 W Walton St, Chicago, IL 60651",91.0,67.0,61.0,54.0,71.0,-0.4726733634974577,41711.0
528,Rosario Castellanos Elementary School,"2524 S Central Park Ave, Chicago, IL 60623",67.0,46.0,48.0,36.0,42.0,0.6828053308260218,34670.0
529,Roswell B Mason Elementary School,"4217 W 18th St, Chicago, IL 60623",95.0,79.0,74.0,84.0,91.0,-0.6944029329547107,34670.0
530,Rowe Elementary Charter School,"1424 N Cleaver St, Chicago, IL 60622",40.0,34.0,26.0,50.0,23.0,0.6779692268813583,54344.0
531,Rudyard Kipling Elementary School,"9351 S Lowe Ave, Chicago, IL 60620",59.0,64.0,47.0,54.0,39.0,0.5617011643781266,45717.0
532,Rueben Salazar Elementary Bilingual Center,"160 W Wendell St, Chicago, IL 60610",65.0,67.0,67.0,65.0,43.0,-0.08489189154546871,70682.0
533,Rufus M Hitch Elementary School,"5625 N Mcvicker Ave, Chicago, IL 60646",75.0,70.0,59.0,71.0,55.0,-0.35795931926222907,74229.0
534,STEM Magnet Academy,"1522 W Fillmore St, Chicago, IL 60607",74.0,88.0,80.0,93.0,50.0,-0.6286936892370564,59427.0
535,Salmon P Chase Elementary School,"2021 N Point St, Chicago, IL 60647",97.0,83.0,74.0,83.0,96.0,-0.6909582829352788,46572.0
536,Sarah E. Goode STEM Academy,"7651 S Homan Ave, Chicago, IL 60652",59.0,35.0,33.0,38.0,47.0,0.6783262981475539,64997.0
537,Sauganash Elementary School,"6040 N Kilpatrick Ave, Chicago, IL 60646",91.0,82.0,76.0,92.0,81.0,-0.6543561100667744,74229.0
538,Scott Joplin Elementary School,"7931 S Honore St, Chicago, IL 60620",99.0,76.0,72.0,75.0,86.0,-0.7075649033282363,45717.0
539,Sharon Christa McAuliffe Elementary School,"1841 N Springfield Ave, Chicago, IL 60647",65.0,45.0,48.0,47.0,50.0,0.6786683713815028,46572.0
540,Sidney Sawyer Elementary School,"5248 S Sawyer Ave, Chicago, IL 60632",66.0,42.0,34.0,52.0,47.0,0.7162353819229323,46811.0
541,Simpson Academy HS for Young Women,"1321 S Paulina St, Chicago, IL 60608",95.0,56.0,52.0,38.0,63.0,0.1280750250372708,33821.0
542,Sir Miles Davis Magnet Elementary Academy,"6740 S Paulina St, Chicago, IL 60636",77.0,48.0,41.0,62.0,46.0,0.5113514155473772,33080.0
543,Skinner North,"640 W Scott St, Chicago, IL 60610",59.0,61.0,58.0,74.0,49.0,0.003125155219368411,70682.0
544,Socorro Sandoval Elementary School,"5534 S Saint Louis Ave, Chicago, IL 60629",,75.0,65.0,86.0,,-0.7033947316021071,50099.0
545,South Loop Elementary School,"1212 S Plymouth Ct, Chicago, IL 60605",52.0,59.0,56.0,76.0,45.0,0.1788840770837943,64706.0
546,South Shore Fine Arts Academy,"1415 E 70th St, Chicago, IL 60637",63.0,31.0,33.0,20.0,31.0,0.670027392587565,30244.0
547,Southeast Area Elementary School,"3930 E 105th St, Chicago, IL 60617",89.0,90.0,83.0,86.0,58.0,-0.7178837283024808,43572.0
548,Southside Occupational Academy High School,"7342 S Hoyne Ave, Chicago, IL 60636",,91.0,74.0,83.0,,-0.7059938550454216,33080.0
549,Spencer Technology Academy,"214 N Lavergne Ave, Chicago, IL 60644",97.0,80.0,76.0,82.0,78.0,-0.7278048906802117,35248.0
550,Spry Community Links High School,"2400 S Marshall Blvd, Chicago, IL 60623",56.0,79.0,64.0,78.0,60.0,-0.44612011315553696,34670.0
551,Stephen Decatur Classical Elementary School,"7030 N Sacramento Ave, Chicago, IL 60645",86.0,75.0,71.0,97.0,62.0,-0.7092785995673063,52022.0
552,Stephen F Gale Elementary Community Academy,"1631 W Jonquil Ter, Chicago, IL 60626",72.0,57.0,35.0,70.0,42.0,0.4413439867343502,38951.0
553,Stephen K Hayt Elementary School,"1518 W Granville Ave, Chicago, IL 60660",67.0,41.0,31.0,47.0,46.0,0.7267016899364213,45169.0
554,Stephen T Mather High School,"5835 N Lincoln Ave, Chicago, IL 60659",74.0,53.0,32.0,46.0,49.0,0.614115647874406,55851.0
555,Stone Elementary Scholastic Academy,"6239 N Leavitt St, Chicago, IL 60659",66.0,37.0,45.0,69.0,42.0,0.5676569385897973,55851.0
556,Suder Montessori Magnet ES,"2022 W Washington Blvd, Chicago, IL 60612",50.0,39.0,38.0,65.0,13.0,0.6125593290624748,31941.0
557,Talman Elementary School,"5450 S Talman Ave, Chicago, IL 60632",,88.0,71.0,86.0,,-0.7264550149614952,46811.0
558,Tarkington School of Excellence ES,"3330 W 71st St, Chicago, IL 60629",68.0,58.0,47.0,64.0,40.0,0.46724753228060234,50099.0
559,Telpochcalli Elementary School,"2832 W 24th Blvd, Chicago, IL 60623",69.0,91.0,89.0,86.0,36.0,-0.5049069293289716,34670.0
560,The Montessori School of Englewood Charter,"6936 S Hermitage Ave, Chicago, IL 60636",,31.0,35.0,26.0,,0.6547558238199274,33080.0
561,Theodore Herzl Elementary School,"3711 W Douglas Blvd, Chicago, IL 60623",91.0,64.0,67.0,70.0,62.0,-0.594907838718904,34670.0
562,Theodore Roosevelt High School,"3436 W Wilson Ave, Chicago, IL 60625",64.0,68.0,56.0,60.0,50.0,0.11028536849708295,53288.0
563,Theophilus Schmid Elementary School,"9755 S Greenwood Ave, Chicago, IL 60628",95.0,60.0,51.0,60.0,57.0,-0.23923975122539085,47232.0
564,Thomas A Edison Regional Gifted Center ES,"4929 N Sawyer Ave, Chicago, IL 60625",51.0,61.0,56.0,96.0,47.0,-0.13693323074985791,53288.0
565,Thomas A Hendricks Elementary Community Academy,"4316 S Princeton Ave, Chicago, IL 60609",84.0,54.0,54.0,47.0,77.0,-0.039027909628931136,31357.0
566,Thomas Chalmers Specialty Elementary School,"2745 W Roosevelt Rd, Chicago, IL 60608",58.0,32.0,31.0,23.0,29.0,0.6894590953687166,33821.0
567,Thomas Drummond Elementary School,"1845 W Cortland St, Chicago, IL 60622",70.0,38.0,51.0,81.0,59.0,0.14397314603283248,54344.0
568,Thomas Hoyne Elementary School,"8905 S Crandon Ave, Chicago, IL 60617",88.0,55.0,47.0,57.0,46.0,0.292486093750636,43572.0
569,Thomas J Higgins Elementary Community Academy,"11710 S Morgan St, Chicago, IL 60643",81.0,56.0,47.0,50.0,59.0,0.25455068209544623,62868.0
570,Thomas J Waters Elementary School,"4540 N Campbell Ave, Chicago, IL 60625",79.0,76.0,67.0,93.0,60.0,-0.6901572739180698,53288.0
571,Thomas Kelly High School,"4136 S California Ave, Chicago, IL 60632",61.0,63.0,56.0,68.0,45.0,0.20220462223462174,46811.0
572,Turner-Drew Elementary Language Academy,"9300 S Princeton Ave, Chicago, IL 60620",81.0,80.0,67.0,77.0,48.0,-0.6263483693421072,45717.0
573,University of Chicago - Carter G. Woodson,"4444 S. Evans Avenue, Chicago, IL 60653",60.0,18.0,37.0,7.0,20.0,0.5811270632078889,18464.0
574,University of Chicago - Donoghue,"707 E. 37th Street, Chicago, IL 60653",,68.0,66.0,78.0,,-0.45737490950787474,18464.0
575,University of Chicago - North Kenwood/Oakland,"1119 E. 46th Street, Chicago, IL 60653",,30.0,43.0,59.0,,0.5974116896955286,18464.0
576,University of Chicago - Woodlawn,"6300 S University Ave, Chicago, IL 60637",76.0,21.0,30.0,42.0,42.0,0.6508051457692573,30244.0
577,Uplift Community High School,"900 W Wilson Ave, Chicago, IL 60640",58.0,33.0,11.0,32.0,53.0,0.6570212217823005,44410.0
578,Urban Prep Academy for Young Men - Bronzeville,"521 E 35th St, Chicago, IL 60616",57.0,27.0,39.0,34.0,48.0,0.71166350170747,41111.0
579,Urban Prep Academy for Young Men - Englewood,"6201 S Stewart Ave, Chicago, IL 60621",,39.0,52.0,56.0,,0.5702082428376942,23875.0
580,Urban Prep Charter Academy for Young Men - West,"1326 W 14th Pl, Chicago, IL 60608",,91.0,72.0,96.0,,-0.6832822623341311,33821.0
581,Velma F Thomas Early Childhood Center,"3625 S Hoyne Ave, Chicago, IL 60609",,44.0,42.0,78.0,,0.48996843212035357,31357.0
582,Virgil Grissom Elementary School,"12810 S Escanaba Ave, Chicago, IL 60633",72.0,40.0,56.0,65.0,37.0,0.5089284830897883,50754.0
583,Walt Disney Magnet Elementary School,"4140 N Marine Dr, Chicago, IL 60613",66.0,47.0,39.0,51.0,52.0,0.6016490136316308,63528.0
584,Walter Henri Dyett High School for the Arts,"555 E 51st St, Chicago, IL 60615",92.0,86.0,71.0,81.0,65.0,-0.7486424176334494,41344.0
585,Walter L Newberry Math & Science Academy ES,"700 W Willow St, Chicago, IL 60614",90.0,67.0,58.0,77.0,66.0,-0.38211079230207745,93702.0
586,Walter Payton College Preparatory High School,"1034 N Wells St, Chicago, IL 60610",99.0,51.0,51.0,86.0,92.0,-0.45034986296190416,70682.0
587,Walter Q Gresham Elementary School,"8524 S Green St, Chicago, IL 60620",75.0,65.0,65.0,44.0,46.0,0.2011174802019673,45717.0
588,Walter S Christopher Elementary School,"5042 S Artesian Ave, Chicago, IL 60632",56.0,50.0,49.0,49.0,57.0,0.6086802226673668,46811.0
589,Washington D Smyser Elementary School,"4310 N Melvina Ave, Chicago, IL 60634",59.0,60.0,64.0,67.0,36.0,0.2259788220047876,62214.0
